date,hours_available,temperature_max_c,temperature_min_c,temperature_mean_c,humidity_max_pct,humidity_mean_pct,wind_mean_mps,solar_max_wm2,heat_index_max_c,wet_bulb_max_c,wbgt_max_c,wbgt_mean_c,utci_max_c,utci_mean_c,danger_hours,extreme_hours,night_temperature_min_c,daily_heat_level,is_dangerous_day,consecutive_danger_days,previous_day_wbgt_c,previous_day_utci_c,wbgt_3day_mean_c,utci_3day_mean_c,thermal_hazard_score,heat_duration_score,ward_id,ward_name,population,area_sq_km,children_0_6,elderly_60_plus,outdoor_workers,mean_ndvi,hospitals_per_100k,population_density,child_percentage,elderly_percentage,outdoor_worker_percentage,population_density_score,population_size_score,child_vulnerability_score,elderly_vulnerability_score,outdoor_worker_score,vegetation_deficiency_score,healthcare_deficiency_score,demographic_vulnerability_score,population_exposure_score,vulnerability_level,mortality_risk_index,risk_level,alert_colour,recommended_action,risk_rank_within_city,model_version,risk_interpretation
2024-05-21,24,45.96,30.97,37.88,21.81,14.96,2.65,923.5,42.52,21.15,30.86,25.38,53.33,39.34,10,8,30.97,Extreme,True,20,31.51,56.79,31.47,55.69,81.49,100.0,DEMO-001,Demo Ward A,65000,3.1,7200,6100,9800,0.18,1.2,20967.74,11.08,9.38,15.08,51.87,46.94,48.66,18.55,75.74,82.0,85.19,55.84,49.9,High,68.17,High,Orange,"Prepare cooling centres, shift outdoor work hours and increase hospital readiness.",3,provisional-rule-based-v1,"Impact-risk ranking, not a predicted death count"
2024-05-21,24,45.96,30.97,37.88,21.81,14.96,2.65,923.5,42.52,21.15,30.86,25.38,53.33,39.34,10,8,30.97,Extreme,True,20,31.51,56.79,31.47,55.69,81.49,100.0,DEMO-004,Demo Ward D,53000,4.4,5100,8400,5900,0.31,2.4,12045.45,9.62,15.85,11.13,18.15,22.45,9.15,100.0,16.89,69.0,40.74,47.35,19.87,Moderate,63.11,High,Orange,"Prepare cooling centres, shift outdoor work hours and increase hospital readiness.",4,provisional-rule-based-v1,"Impact-risk ranking, not a predicted death count"
2024-05-21,24,45.96,30.97,37.88,21.81,14.96,2.65,923.5,42.52,21.15,30.86,25.38,53.33,39.34,10,8,30.97,Extreme,True,20,31.51,56.79,31.47,55.69,81.49,100.0,DEMO-002,Demo Ward B,42000,5.8,3900,5200,4200,0.42,3.5,7241.38,9.29,12.38,10.0,0.0,0.0,0.0,56.3,0.0,58.0,0.0,22.78,0.0,Low,56.68,High,Orange,"Prepare cooling centres, shift outdoor work hours and increase hospital readiness.",5,provisional-rule-based-v1,"Impact-risk ranking, not a predicted death count"
2024-05-22,24,45.02,29.17,37.36,26.9,18.14,3.29,883.28,42.57,21.94,30.84,25.72,52.79,38.43,11,7,29.17,Extreme,True,21,30.86,53.33,31.07,54.3,81.42,100.0,DEMO-003,Demo Ward C,91000,2.7,11800,7200,15200,0.11,0.8,33703.7,12.97,7.91,16.7,100.0,100.0,100.0,0.0,100.0,89.0,100.0,73.35,100.0,High,77.08,Extreme,Red,"Activate the Heat Action Plan, open cooling centres and restrict peak-hour outdoor work.",1,provisional-rule-based-v1,"Impact-risk ranking, not a predicted death count"
2024-05-22,24,45.02,29.17,37.36,26.9,18.14,3.29,883.28,42.57,21.94,30.84,25.72,52.79,38.43,11,7,29.17,Extreme,True,21,30.86,53.33,31.07,54.3,81.42,100.0,DEMO-005,Demo Ward E,76000,3.5,8900,6600,12100,0.15,1.5,21714.29,11.71,8.68,15.92,54.69,69.39,65.87,9.73,88.33,85.0,74.07,57.78,60.57,High,69.73,High,Orange,"Prepare cooling centres, shift outdoor work hours and increase hospital readiness.",2,provisional-rule-based-v1,"Impact-risk ranking, not a predicted death count"
2024-05-22,24,45.02,29.17,37.36,26.9,18.14,3.29,883.28,42.57,21.94,30.84,25.72,52.79,38.43,11,7,29.17,Extreme,True,21,30.86,53.33,31.07,54.3,81.42,100.0,DEMO-001,Demo Ward A,65000,3.1,7200,6100,9800,0.18,1.2,20967.74,11.08,9.38,15.08,51.87,46.94,48.66,18.55,75.74,82.0,85.19,55.84,49.9,High,68.11,High,Orange,"Prepare cooling centres, shift outdoor work hours and increase hospital readiness.",3,provisional-rule-based-v1,"Impact-risk ranking, not a predicted death count"
2024-05-22,24,45.02,29.17,37.36,26.9,18.14,3.29,883.28,42.57,21.94,30.84,25.72,52.79,38.43,11,7,29.17,Extreme,True,21,30.86,53.33,31.07,54.3,81.42,100.0,DEMO-004,Demo Ward D,53000,4.4,5100,8400,5900,0.31,2.4,12045.45,9.62,15.85,11.13,18.15,22.45,9.15,100.0,16.89,69.0,40.74,47.35,19.87,Moderate,63.06,High,Orange,"Prepare cooling centres, shift outdoor work hours and increase hospital readiness.",4,provisional-rule-based-v1,"Impact-risk ranking, not a predicted death count"
2024-05-22,24,45.02,29.17,37.36,26.9,18.14,3.29,883.28,42.57,21.94,30.84,25.72,52.79,38.43,11,7,29.17,Extreme,True,21,30.86,53.33,31.07,54.3,81.42,100.0,DEMO-002,Demo Ward B,42000,5.8,3900,5200,4200,0.42,3.5,7241.38,9.29,12.38,10.0,0.0,0.0,0.0,56.3,0.0,58.0,0.0,22.78,0.0,Low,56.63,High,Orange,"Prepare cooling centres, shift outdoor work hours and increase hospital readiness.",5,provisional-rule-based-v1,"Impact-risk ranking, not a predicted death count"
2024-05-23,24,43.06,30.51,36.76,45.92,29.06,4.82,892.47,43.88,24.69,31.91,27.59,51.75,38.24,10,7,30.51,Extreme,True,22,30.84,52.79,31.2,52.62,85.99,100.0,DEMO-003,Demo Ward C,91000,2.7,11800,7200,15200,0.11,0.8,33703.7,12.97,7.91,16.7,100.0,100.0,100.0,0.0,100.0,89.0,100.0,73.35,100.0,High,81.41,Extreme,Red,"Activate the Heat Action Plan, open cooling centres and restrict peak-hour outdoor work.",1,provisional-rule-based-v1,"Impact-risk ranking, not a predicted death count"
2024-05-23,24,43.06,30.51,36.76,45.92,29.06,4.82,892.47,43.88,24.69,31.91,27.59,51.75,38.24,10,7,30.51,Extreme,True,22,30.84,52.79,31.2,52.62,85.99,100.0,DEMO-005,Demo Ward E,76000,3.5,8900,6600,12100,0.15,1.5,21714.29,11.71,8.68,15.92,54.69,69.39,65.87,9.73,88.33,85.0,74.07,57.78,60.57,High,73.64,High,Orange,"Prepare cooling centres, shift outdoor work hours and increase hospital readiness.",2,provisional-rule-based-v1,"Impact-risk ranking, not a predicted death count"
2024-05-23,24,43.06,30.51,36.76,45.92,29.06,4.82,892.47,43.88,24.69,31.91,27.59,51.75,38.24,10,7,30.51,Extreme,True,22,30.84,52.79,31.2,52.62,85.99,100.0,DEMO-001,Demo Ward A,65000,3.1,7200,6100,9800,0.18,1.2,20967.74,11.08,9.38,15.08,51.87,46.94,48.66,18.55,75.74,82.0,85.19,55.84,49.9,High,71.93,High,Orange,"Prepare cooling centres, shift outdoor work hours and increase hospital readiness.",3,provisional-rule-based-v1,"Impact-risk ranking, not a predicted death count"
2024-05-23,24,43.06,30.51,36.76,45.92,29.06,4.82,892.47,43.88,24.69,31.91,27.59,51.75,38.24,10,7,30.51,Extreme,True,22,30.84,52.79,31.2,52.62,85.99,100.0,DEMO-004,Demo Ward D,53000,4.4,5100,8400,5900,0.31,2.4,12045.45,9.62,15.85,11.13,18.15,22.45,9.15,100.0,16.89,69.0,40.74,47.35,19.87,Moderate,66.6,High,Orange,"Prepare cooling centres, shift outdoor work hours and increase hospital readiness.",4,provisional-rule-based-v1,"Impact-risk ranking, not a predicted death count"
2024-05-23,24,43.06,30.51,36.76,45.92,29.06,4.82,892.47,43.88,24.69,31.91,27.59,51.75,38.24,10,7,30.51,Extreme,True,22,30.84,52.79,31.2,52.62,85.99,100.0,DEMO-002,Demo Ward B,42000,5.8,3900,5200,4200,0.42,3.5,7241.38,9.29,12.38,10.0,0.0,0.0,0.0,56.3,0.0,58.0,0.0,22.78,0.0,Low,59.81,High,Orange,"Prepare cooling centres, shift outdoor work hours and increase hospital readiness.",5,provisional-rule-based-v1,"Impact-risk ranking, not a predicted death count"
2024-05-24,24,43.11,30.12,36.74,46.07,30.24,3.39,895.08,43.79,24.77,32.54,27.83,50.71,38.28,11,6,30.12,Extreme,True,23,31.91,51.75,31.76,51.75,88.32,100.0,DEMO-003,Demo Ward C,91000,2.7,11800,7200,15200,0.11,0.8,33703.7,12.97,7.91,16.7,100.0,100.0,100.0,0.0,100.0,89.0,100.0,73.35,100.0,High,83.61,Extreme,Red,"Activate the Heat Action Plan, open cooling centres and restrict peak-hour outdoor work.",1,provisional-rule-based-v1,"Impact-risk ranking, not a predicted death count"
2024-05-24,24,43.11,30.12,36.74,46.07,30.24,3.39,895.08,43.79,24.77,32.54,27.83,50.71,38.28,11,6,30.12,Extreme,True,23,31.91,51.75,31.76,51.75,88.32,100.0,DEMO-005,Demo Ward E,76000,3.5,8900,6600,12100,0.15,1.5,21714.29,11.71,8.68,15.92,54.69,69.39,65.87,9.73,88.33,85.0,74.07,57.78,60.57,High,75.64,Extreme,Red,"Activate the Heat Action Plan, open cooling centres and restrict peak-hour outdoor work.",2,provisional-rule-based-v1,"Impact-risk ranking, not a predicted death count"
2024-05-24,24,43.11,30.12,36.74,46.07,30.24,3.39,895.08,43.79,24.77,32.54,27.83,50.71,38.28,11,6,30.12,Extreme,True,23,31.91,51.75,31.76,51.75,88.32,100.0,DEMO-001,Demo Ward A,65000,3.1,7200,6100,9800,0.18,1.2,20967.74,11.08,9.38,15.08,51.87,46.94,48.66,18.55,75.74,82.0,85.19,55.84,49.9,High,73.88,High,Orange,"Prepare cooling centres, shift outdoor work hours and increase hospital readiness.",3,provisional-rule-based-v1,"Impact-risk ranking, not a predicted death count"
2024-05-24,24,43.11,30.12,36.74,46.07,30.24,3.39,895.08,43.79,24.77,32.54,27.83,50.71,38.28,11,6,30.12,Extreme,True,23,31.91,51.75,31.76,51.75,88.32,100.0,DEMO-004,Demo Ward D,53000,4.4,5100,8400,5900,0.31,2.4,12045.45,9.62,15.85,11.13,18.15,22.45,9.15,100.0,16.89,69.0,40.74,47.35,19.87,Moderate,68.4,High,Orange,"Prepare cooling centres, shift outdoor work hours and increase hospital readiness.",4,provisional-rule-based-v1,"Impact-risk ranking, not a predicted death count"
2024-05-24,24,43.11,30.12,36.74,46.07,30.24,3.39,895.08,43.79,24.77,32.54,27.83,50.71,38.28,11,6,30.12,Extreme,True,23,31.91,51.75,31.76,51.75,88.32,100.0,DEMO-002,Demo Ward B,42000,5.8,3900,5200,4200,0.42,3.5,7241.38,9.29,12.38,10.0,0.0,0.0,0.0,56.3,0.0,58.0,0.0,22.78,0.0,Low,61.43,High,Orange,"Prepare cooling centres, shift outdoor work hours and increase hospital readiness.",5,provisional-rule-based-v1,"Impact-risk ranking, not a predicted death count"
2024-05-25,24,46.22,30.3,38.26,41.52,23.1,3.5,866.28,44.88,23.89,32.21,27.34,54.56,40.39,12,8,30.3,Extreme,True,24,32.54,50.71,32.22,52.34,87.49,100.0,DEMO-003,Demo Ward C,91000,2.7,11800,7200,15200,0.11,0.8,33703.7,12.97,7.91,16.7,100.0,100.0,100.0,0.0,100.0,89.0,100.0,73.35,100.0,High,82.83,Extreme,Red,"Activate the Heat Action Plan, open cooling centres and restrict peak-hour outdoor work.",1,provisional-rule-based-v1,"Impact-risk ranking, not a predicted death count"
2024-05-25,24,46.22,30.3,38.26,41.52,23.1,3.5,866.28,44.88,23.89,32.21,27.34,54.56,40.39,12,8,30.3,Extreme,True,24,32.54,50.71,32.22,52.34,87.49,100.0,DEMO-005,Demo Ward E,76000,3.5,8900,6600,12100,0.15,1.5,21714.29,11.71,8.68,15.92,54.69,69.39,65.87,9.73,88.33,85.0,74.07,57.78,60.57,High,74.93,High,Orange,"Prepare cooling centres, shift outdoor work hours and increase hospital readiness.",2,provisional-rule-based-v1,"Impact-risk ranking, not a predicted death count"
2024-05-25,24,46.22,30.3,38.26,41.52,23.1,3.5,866.28,44.88,23.89,32.21,27.34,54.56,40.39,12,8,30.3,Extreme,True,24,32.54,50.71,32.22,52.34,87.49,100.0,DEMO-001,Demo Ward A,65000,3.1,7200,6100,9800,0.18,1.2,20967.74,11.08,9.38,15.08,51.87,46.94,48.66,18.55,75.74,82.0,85.19,55.84,49.9,High,73.19,High,Orange,"Prepare cooling centres, shift outdoor work hours and increase hospital readiness.",3,provisional-rule-based-v1,"Impact-risk ranking, not a predicted death count"
2024-05-25,24,46.22,30.3,38.26,41.52,23.1,3.5,866.28,44.88,23.89,32.21,27.34,54.56,40.39,12,8,30.3,Extreme,True,24,32.54,50.71,32.22,52.34,87.49,100.0,DEMO-004,Demo Ward D,53000,4.4,5100,8400,5900,0.31,2.4,12045.45,9.62,15.85,11.13,18.15,22.45,9.15,100.0,16.89,69.0,40.74,47.35,19.87,Moderate,67.76,High,Orange,"Prepare cooling centres, shift outdoor work hours and increase hospital readiness.",4,provisional-rule-based-v1,"Impact-risk ranking, not a predicted death count"
2024-05-25,24,46.22,30.3,38.26,41.52,23.1,3.5,866.28,44.88,23.89,32.21,27.34,54.56,40.39,12,8,30.3,Extreme,True,24,32.54,50.71,32.22,52.34,87.49,100.0,DEMO-002,Demo Ward B,42000,5.8,3900,5200,4200,0.42,3.5,7241.38,9.29,12.38,10.0,0.0,0.0,0.0,56.3,0.0,58.0,0.0,22.78,0.0,Low,60.85,High,Orange,"Prepare cooling centres, shift outdoor work hours and increase hospital readiness.",5,provisional-rule-based-v1,"Impact-risk ranking, not a predicted death count"
2024-05-26,24,47.84,30.06,39.23,25.56,16.72,3.81,977.4,45.6,23.37,32.2,26.76,57.47,41.9,13,10,30.06,Extreme,True,25,32.21,54.56,32.32,54.25,87.73,100.0,DEMO-003,Demo Ward C,91000,2.7,11800,7200,15200,0.11,0.8,33703.7,12.97,7.91,16.7,100.0,100.0,100.0,0.0,100.0,89.0,100.0,73.35,100.0,High,83.05,Extreme,Red,"Activate the Heat Action Plan, open cooling centres and restrict peak-hour outdoor work.",1,provisional-rule-based-v1,"Impact-risk ranking, not a predicted death count"
2024-05-26,24,47.84,30.06,39.23,25.56,16.72,3.81,977.4,45.6,23.37,32.2,26.76,57.47,41.9,13,10,30.06,Extreme,True,25,32.21,54.56,32.32,54.25,87.73,100.0,DEMO-005,Demo Ward E,76000,3.5,8900,6600,12100,0.15,1.5,21714.29,11.71,8.68,15.92,54.69,69.39,65.87,9.73,88.33,85.0,74.07,57.78,60.57,High,75.13,Extreme,Red,"Activate the Heat Action Plan, open cooling centres and restrict peak-hour outdoor work.",2,provisional-rule-based-v1,"Impact-risk ranking, not a predicted death count"
2024-05-26,24,47.84,30.06,39.23,25.56,16.72,3.81,977.4,45.6,23.37,32.2,26.76,57.47,41.9,13,10,30.06,Extreme,True,25,32.21,54.56,32.32,54.25,87.73,100.0,DEMO-001,Demo Ward A,65000,3.1,7200,6100,9800,0.18,1.2,20967.74,11.08,9.38,15.08,51.87,46.94,48.66,18.55,75.74,82.0,85.19,55.84,49.9,High,73.39,High,Orange,"Prepare cooling centres, shift outdoor work hours and increase hospital readiness.",3,provisional-rule-based-v1,"Impact-risk ranking, not a predicted death count"
2024-05-26,24,47.84,30.06,39.23,25.56,16.72,3.81,977.4,45.6,23.37,32.2,26.76,57.47,41.9,13,10,30.06,Extreme,True,25,32.21,54.56,32.32,54.25,87.73,100.0,DEMO-004,Demo Ward D,53000,4.4,5100,8400,5900,0.31,2.4,12045.45,9.62,15.85,11.13,18.15,22.45,9.15,100.0,16.89,69.0,40.74,47.35,19.87,Moderate,67.95,High,Orange,"Prepare cooling centres, shift outdoor work hours and increase hospital readiness.",4,provisional-rule-based-v1,"Impact-risk ranking, not a predicted death count"
2024-05-26,24,47.84,30.06,39.23,25.56,16.72,3.81,977.4,45.6,23.37,32.2,26.76,57.47,41.9,13,10,30.06,Extreme,True,25,32.21,54.56,32.32,54.25,87.73,100.0,DEMO-002,Demo Ward B,42000,5.8,3900,5200,4200,0.42,3.5,7241.38,9.29,12.38,10.0,0.0,0.0,0.0,56.3,0.0,58.0,0.0,22.78,0.0,Low,61.02,High,Orange,"Prepare cooling centres, shift outdoor work hours and increase hospital readiness.",5,provisional-rule-based-v1,"Impact-risk ranking, not a predicted death count"
2024-05-27,24,47.76,29.91,39.37,32.81,15.79,3.18,948.6,44.39,22.5,31.89,26.44,56.79,41.39,12,9,29.91,Extreme,True,26,32.2,57.47,32.1,56.27,86.11,100.0,DEMO-003,Demo Ward C,91000,2.7,11800,7200,15200,0.11,0.8,33703.7,12.97,7.91,16.7,100.0,100.0,100.0,0.0,100.0,89.0,100.0,73.35,100.0,High,81.52,Extreme,Red,"Activate the Heat Action Plan, open cooling centres and restrict peak-hour outdoor work.",1,provisional-rule-based-v1,"Impact-risk ranking, not a predicted death count"
2024-05-27,24,47.76,29.91,39.37,32.81,15.79,3.18,948.6,44.39,22.5,31.89,26.44,56.79,41.39,12,9,29.91,Extreme,True,26,32.2,57.47,32.1,56.27,86.11,100.0,DEMO-005,Demo Ward E,76000,3.5,8900,6600,12100,0.15,1.5,21714.29,11.71,8.68,15.92,54.69,69.39,65.87,9.73,88.33,85.0,74.07,57.78,60.57,High,73.75,High,Orange,"Prepare cooling centres, shift outdoor work hours and increase hospital readiness.",2,provisional-rule-based-v1,"Impact-risk ranking, not a predicted death count"
2024-05-27,24,47.76,29.91,39.37,32.81,15.79,3.18,948.6,44.39,22.5,31.89,26.44,56.79,41.39,12,9,29.91,Extreme,True,26,32.2,57.47,32.1,56.27,86.11,100.0,DEMO-001,Demo Ward A,65000,3.1,7200,6100,9800,0.18,1.2,20967.74,11.08,9.38,15.08,51.87,46.94,48.66,18.55,75.74,82.0,85.19,55.84,49.9,High,72.03,High,Orange,"Prepare cooling centres, shift outdoor work hours and increase hospital readiness.",3,provisional-rule-based-v1,"Impact-risk ranking, not a predicted death count"
2024-05-27,24,47.76,29.91,39.37,32.81,15.79,3.18,948.6,44.39,22.5,31.89,26.44,56.79,41.39,12,9,29.91,Extreme,True,26,32.2,57.47,32.1,56.27,86.11,100.0,DEMO-004,Demo Ward D,53000,4.4,5100,8400,5900,0.31,2.4,12045.45,9.62,15.85,11.13,18.15,22.45,9.15,100.0,16.89,69.0,40.74,47.35,19.87,Moderate,66.69,High,Orange,"Prepare cooling centres, shift outdoor work hours and increase hospital readiness.",4,provisional-rule-based-v1,"Impact-risk ranking, not a predicted death count"
2024-05-27,24,47.76,29.91,39.37,32.81,15.79,3.18,948.6,44.39,22.5,31.89,26.44,56.79,41.39,12,9,29.91,Extreme,True,26,32.2,57.47,32.1,56.27,86.11,100.0,DEMO-002,Demo Ward B,42000,5.8,3900,5200,4200,0.42,3.5,7241.38,9.29,12.38,10.0,0.0,0.0,0.0,56.3,0.0,58.0,0.0,22.78,0.0,Low,59.89,High,Orange,"Prepare cooling centres, shift outdoor work hours and increase hospital readiness.",5,provisional-rule-based-v1,"Impact-risk ranking, not a predicted death count"
2024-05-28,24,48.5,31.94,40.32,14.38,9.69,2.73,995.9,43.9,21.29,31.48,25.63,57.98,42.39,14,10,31.94,Extreme,True,27,31.89,56.79,31.86,57.41,84.39,100.0,DEMO-003,Demo Ward C,91000,2.7,11800,7200,15200,0.11,0.8,33703.7,12.97,7.91,16.7,100.0,100.0,100.0,0.0,100.0,89.0,100.0,73.35,100.0,High,79.89,Extreme,Red,"Activate the Heat Action Plan, open cooling centres and restrict peak-hour outdoor work.",1,provisional-rule-based-v1,"Impact-risk ranking, not a predicted death count"
2024-05-28,24,48.5,31.94,40.32,14.38,9.69,2.73,995.9,43.9,21.29,31.48,25.63,57.98,42.39,14,10,31.94,Extreme,True,27,31.89,56.79,31.86,57.41,84.39,100.0,DEMO-005,Demo Ward E,76000,3.5,8900,6600,12100,0.15,1.5,21714.29,11.71,8.68,15.92,54.69,69.39,65.87,9.73,88.33,85.0,74.07,57.78,60.57,High,72.27,High,Orange,"Prepare cooling centres, shift outdoor work hours and increase hospital readiness.",2,provisional-rule-based-v1,"Impact-risk ranking, not a predicted death count"
2024-05-28,24,48.5,31.94,40.32,14.38,9.69,2.73,995.9,43.9,21.29,31.48,25.63,57.98,42.39,14,10,31.94,Extreme,True,27,31.89,56.79,31.86,57.41,84.39,100.0,DEMO-001,Demo Ward A,65000,3.1,7200,6100,9800,0.18,1.2,20967.74,11.08,9.38,15.08,51.87,46.94,48.66,18.55,75.74,82.0,85.19,55.84,49.9,High,70.59,High,Orange,"Prepare cooling centres, shift outdoor work hours and increase hospital readiness.",3,provisional-rule-based-v1,"Impact-risk ranking, not a predicted death count"
2024-05-28,24,48.5,31.94,40.32,14.38,9.69,2.73,995.9,43.9,21.29,31.48,25.63,57.98,42.39,14,10,31.94,Extreme,True,27,31.89,56.79,31.86,57.41,84.39,100.0,DEMO-004,Demo Ward D,53000,4.4,5100,8400,5900,0.31,2.4,12045.45,9.62,15.85,11.13,18.15,22.45,9.15,100.0,16.89,69.0,40.74,47.35,19.87,Moderate,65.36,High,Orange,"Prepare cooling centres, shift outdoor work hours and increase hospital readiness.",4,provisional-rule-based-v1,"Impact-risk ranking, not a predicted death count"
2024-05-28,24,48.5,31.94,40.32,14.38,9.69,2.73,995.9,43.9,21.29,31.48,25.63,57.98,42.39,14,10,31.94,Extreme,True,27,31.89,56.79,31.86,57.41,84.39,100.0,DEMO-002,Demo Ward B,42000,5.8,3900,5200,4200,0.42,3.5,7241.38,9.29,12.38,10.0,0.0,0.0,0.0,56.3,0.0,58.0,0.0,22.78,0.0,Low,58.7,High,Orange,"Prepare cooling centres, shift outdoor work hours and increase hospital readiness.",5,provisional-rule-based-v1,"Impact-risk ranking, not a predicted death count"
2024-05-29,24,48.07,30.23,39.82,15.97,11.16,3.31,966.55,44.25,21.94,31.48,25.65,57.26,41.55,14,9,30.23,Extreme,True,28,31.48,57.98,31.62,57.34,84.52,100.0,DEMO-003,Demo Ward C,91000,2.7,11800,7200,15200,0.11,0.8,33703.7,12.97,7.91,16.7,100.0,100.0,100.0,0.0,100.0,89.0,100.0,73.35,100.0,High,80.02,Extreme,Red,"Activate the Heat Action Plan, open cooling centres and restrict peak-hour outdoor work.",1,provisional-rule-based-v1,"Impact-risk ranking, not a predicted death count"
2024-05-29,24,48.07,30.23,39.82,15.97,11.16,3.31,966.55,44.25,21.94,31.48,25.65,57.26,41.55,14,9,30.23,Extreme,True,28,31.48,57.98,31.62,57.34,84.52,100.0,DEMO-005,Demo Ward E,76000,3.5,8900,6600,12100,0.15,1.5,21714.29,11.71,8.68,15.92,54.69,69.39,65.87,9.73,88.33,85.0,74.07,57.78,60.57,High,72.38,High,Orange,"Prepare cooling centres, shift outdoor work hours and increase hospital readiness.",2,provisional-rule-based-v1,"Impact-risk ranking, not a predicted death count"
2024-05-29,24,48.07,30.23,39.82,15.97,11.16,3.31,966.55,44.25,21.94,31.48,25.65,57.26,41.55,14,9,30.23,Extreme,True,28,31.48,57.98,31.62,57.34,84.52,100.0,DEMO-001,Demo Ward A,65000,3.1,7200,6100,9800,0.18,1.2,20967.74,11.08,9.38,15.08,51.87,46.94,48.66,18.55,75.74,82.0,85.19,55.84,49.9,High,70.7,High,Orange,"Prepare cooling centres, shift outdoor work hours and increase hospital readiness.",3,provisional-rule-based-v1,"Impact-risk ranking, not a predicted death count"
2024-05-29,24,48.07,30.23,39.82,15.97,11.16,3.31,966.55,44.25,21.94,31.48,25.65,57.26,41.55,14,9,30.23,Extreme,True,28,31.48,57.98,31.62,57.34,84.52,100.0,DEMO-004,Demo Ward D,53000,4.4,5100,8400,5900,0.31,2.4,12045.45,9.62,15.85,11.13,18.15,22.45,9.15,100.0,16.89,69.0,40.74,47.35,19.87,Moderate,65.46,High,Orange,"Prepare cooling centres, shift outdoor work hours and increase hospital readiness.",4,provisional-rule-based-v1,"Impact-risk ranking, not a predicted death count"
2024-05-29,24,48.07,30.23,39.82,15.97,11.16,3.31,966.55,44.25,21.94,31.48,25.65,57.26,41.55,14,9,30.23,Extreme,True,28,31.48,57.98,31.62,57.34,84.52,100.0,DEMO-002,Demo Ward B,42000,5.8,3900,5200,4200,0.42,3.5,7241.38,9.29,12.38,10.0,0.0,0.0,0.0,56.3,0.0,58.0,0.0,22.78,0.0,Low,58.79,High,Orange,"Prepare cooling centres, shift outdoor work hours and increase hospital readiness.",5,provisional-rule-based-v1,"Impact-risk ranking, not a predicted death count"
2024-05-30,24,47.77,32.37,39.49,25.47,13.15,4.59,950.55,44.72,24.39,32.05,25.84,57.15,41.57,11,9,32.37,Extreme,True,29,31.48,57.26,31.67,57.46,86.83,100.0,DEMO-003,Demo Ward C,91000,2.7,11800,7200,15200,0.11,0.8,33703.7,12.97,7.91,16.7,100.0,100.0,100.0,0.0,100.0,89.0,100.0,73.35,100.0,High,82.2,Extreme,Red,"Activate the Heat Action Plan, open cooling centres and restrict peak-hour outdoor work.",1,provisional-rule-based-v1,"Impact-risk ranking, not a predicted death count"
2024-05-30,24,47.77,32.37,39.49,25.47,13.15,4.59,950.55,44.72,24.39,32.05,25.84,57.15,41.57,11,9,32.37,Extreme,True,29,31.48,57.26,31.67,57.46,86.83,100.0,DEMO-005,Demo Ward E,76000,3.5,8900,6600,12100,0.15,1.5,21714.29,11.71,8.68,15.92,54.69,69.39,65.87,9.73,88.33,85.0,74.07,57.78,60.57,High,74.36,High,Orange,"Prepare cooling centres, shift outdoor work hours and increase hospital readiness.",2,provisional-rule-based-v1,"Impact-risk ranking, not a predicted death count"
2024-05-30,24,47.77,32.37,39.49,25.47,13.15,4.59,950.55,44.72,24.39,32.05,25.84,57.15,41.57,11,9,32.37,Extreme,True,29,31.48,57.26,31.67,57.46,86.83,100.0,DEMO-001,Demo Ward A,65000,3.1,7200,6100,9800,0.18,1.2,20967.74,11.08,9.38,15.08,51.87,46.94,48.66,18.55,75.74,82.0,85.19,55.84,49.9,High,72.64,High,Orange,"Prepare cooling centres, shift outdoor work hours and increase hospital readiness.",3,provisional-rule-based-v1,"Impact-risk ranking, not a predicted death count"
2024-05-30,24,47.77,32.37,39.49,25.47,13.15,4.59,950.55,44.72,24.39,32.05,25.84,57.15,41.57,11,9,32.37,Extreme,True,29,31.48,57.26,31.67,57.46,86.83,100.0,DEMO-004,Demo Ward D,53000,4.4,5100,8400,5900,0.31,2.4,12045.45,9.62,15.85,11.13,18.15,22.45,9.15,100.0,16.89,69.0,40.74,47.35,19.87,Moderate,67.25,High,Orange,"Prepare cooling centres, shift outdoor work hours and increase hospital readiness.",4,provisional-rule-based-v1,"Impact-risk ranking, not a predicted death count"
2024-05-30,24,47.77,32.37,39.49,25.47,13.15,4.59,950.55,44.72,24.39,32.05,25.84,57.15,41.57,11,9,32.37,Extreme,True,29,31.48,57.26,31.67,57.46,86.83,100.0,DEMO-002,Demo Ward B,42000,5.8,3900,5200,4200,0.42,3.5,7241.38,9.29,12.38,10.0,0.0,0.0,0.0,56.3,0.0,58.0,0.0,22.78,0.0,Low,60.4,High,Orange,"Prepare cooling centres, shift outdoor work hours and increase hospital readiness.",5,provisional-rule-based-v1,"Impact-risk ranking, not a predicted death count"
2024-05-31,24,48.21,30.67,39.45,18.35,9.84,3.66,967.08,43.71,21.21,31.18,24.96,58.17,41.41,12,10,30.67,Extreme,True,30,32.05,57.15,31.57,57.53,83.19,100.0,DEMO-003,Demo Ward C,91000,2.7,11800,7200,15200,0.11,0.8,33703.7,12.97,7.91,16.7,100.0,100.0,100.0,0.0,100.0,89.0,100.0,73.35,100.0,High,78.76,Extreme,Red,"Activate the Heat Action Plan, open cooling centres and restrict peak-hour outdoor work.",1,provisional-rule-based-v1,"Impact-risk ranking, not a predicted death count"
