ward_id,ward_name,forecast_date,temperature_max_c,temperature_min_c,temperature_mean_c,humidity_mean_pct,humidity_max_pct,wind_mean_mps,solar_max_wm2,heat_index_max_c,wbgt_max_c,wbgt_mean_c,utci_max_c,thermal_hazard_score,danger_hours,extreme_hours,night_temperature_min_c,peak_risk_time_ist,population_estimate_2020,population_density_per_sq_km,exposure_score,danger_day,consecutive_danger_days,heat_duration_score,mortality_risk_index,risk_level,alert_code,map_color,recommended_action,sms_alert_required,open_cooling_centres,shift_outdoor_work_hours,hospital_surge_alert,model_version,risk_interpretation,vulnerability_data_status
1,NARELA,2026-08-28,33.7,27.3,30.3,76.0,92,2.12,764.0,40.03,30.3,28.31,40.84,67.62,11,0,27.3,2026-08-28T11:00,107464,5301.18,25.21,True,1,33.33,53.0,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
211,TRILOK PURI,2026-09-01,33.6,27.0,29.72,78.0,96,0.95,755.0,40.44,30.65,28.03,41.82,70.53,8,0,27.0,2026-09-01T13:00,78736,21650.4,36.31,True,5,100.0,61.54,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
212,NEW ASHOK NAGAR,2026-08-28,34.5,26.6,30.51,73.75,92,2.09,773.0,40.05,30.59,28.26,42.07,70.66,13,0,26.6,2026-08-28T13:00,50336,30703.92,39.11,True,1,33.33,57.34,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
212,NEW ASHOK NAGAR,2026-08-29,34.9,26.8,30.73,69.33,83,2.1,830.0,40.83,31.08,28.04,43.43,74.72,14,1,26.8,2026-08-29T13:00,50336,30703.92,39.11,True,2,66.67,63.13,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
212,NEW ASHOK NAGAR,2026-08-30,35.4,27.3,31.21,66.62,80,1.82,779.0,41.64,31.22,28.19,42.96,75.06,13,1,27.3,2026-08-30T14:00,50336,30703.92,39.11,True,3,100.0,65.92,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
212,NEW ASHOK NAGAR,2026-08-31,36.1,27.3,31.23,64.54,84,1.48,833.0,41.65,31.38,27.97,43.73,76.21,10,3,27.3,2026-08-31T14:00,50336,30703.92,39.11,True,4,100.0,66.93,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
212,NEW ASHOK NAGAR,2026-09-01,33.6,27.0,29.72,78.0,96,0.95,755.0,40.44,30.65,28.03,41.82,70.53,8,0,27.0,2026-09-01T13:00,50336,30703.92,39.11,True,5,100.0,61.94,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
213,KALYAN PURI,2026-08-28,34.5,26.6,30.51,73.75,92,2.09,773.0,40.05,30.59,28.26,42.07,70.66,13,0,26.6,2026-08-28T13:00,14219,31202.55,30.02,True,1,33.33,56.06,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
213,KALYAN PURI,2026-08-29,34.9,26.8,30.73,69.33,83,2.1,830.0,40.83,31.08,28.04,43.43,74.72,14,1,26.8,2026-08-29T13:00,14219,31202.55,30.02,True,2,66.67,61.77,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
213,KALYAN PURI,2026-08-30,35.4,27.3,31.21,66.62,80,1.82,779.0,41.64,31.22,28.19,42.96,75.06,13,1,27.3,2026-08-30T14:00,14219,31202.55,30.02,True,3,100.0,64.55,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
213,KALYAN PURI,2026-08-31,36.1,27.3,31.23,64.54,84,1.48,833.0,41.65,31.38,27.97,43.73,76.21,10,3,27.3,2026-08-31T14:00,14219,31202.55,30.02,True,4,100.0,65.54,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
213,KALYAN PURI,2026-09-01,33.6,27.0,29.72,78.0,96,0.95,755.0,40.44,30.65,28.03,41.82,70.53,8,0,27.0,2026-09-01T13:00,14219,31202.55,30.02,True,5,100.0,60.65,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
214,KHICHRIPUR,2026-08-28,34.5,26.6,30.51,73.75,92,2.09,773.0,40.05,30.59,28.26,42.07,70.66,13,0,26.6,2026-08-28T13:00,140933,30831.31,63.5,True,1,33.33,60.79,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
214,KHICHRIPUR,2026-08-29,34.9,26.8,30.73,69.33,83,2.1,830.0,40.83,31.08,28.04,43.43,74.72,14,1,26.8,2026-08-29T13:00,140933,30831.31,63.5,True,2,66.67,66.78,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
214,KHICHRIPUR,2026-08-30,35.4,27.3,31.21,66.62,80,1.82,779.0,41.64,31.22,28.19,42.96,75.06,13,1,27.3,2026-08-30T14:00,140933,30831.31,63.5,True,3,100.0,69.58,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
214,KHICHRIPUR,2026-08-31,36.1,27.3,31.23,64.54,84,1.48,833.0,41.65,31.38,27.97,43.73,76.21,10,3,27.3,2026-08-31T14:00,140933,30831.31,63.5,True,4,100.0,70.65,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
214,KHICHRIPUR,2026-09-01,33.6,27.0,29.72,78.0,96,0.95,755.0,40.44,30.65,28.03,41.82,70.53,8,0,27.0,2026-09-01T13:00,140933,30831.31,63.5,True,5,100.0,65.38,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
215,KONDLI,2026-08-28,34.5,26.6,30.51,73.75,92,2.09,773.0,40.05,30.59,28.26,42.07,70.66,13,0,26.6,2026-08-28T13:00,49493,31604.73,39.92,True,1,33.33,57.46,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
215,KONDLI,2026-08-29,34.9,26.8,30.73,69.33,83,2.1,830.0,40.83,31.08,28.04,43.43,74.72,14,1,26.8,2026-08-29T13:00,49493,31604.73,39.92,True,2,66.67,63.25,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
215,KONDLI,2026-08-30,35.4,27.3,31.21,66.62,80,1.82,779.0,41.64,31.22,28.19,42.96,75.06,13,1,27.3,2026-08-30T14:00,49493,31604.73,39.92,True,3,100.0,66.04,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
215,KONDLI,2026-08-31,36.1,27.3,31.23,64.54,84,1.48,833.0,41.65,31.38,27.97,43.73,76.21,10,3,27.3,2026-08-31T14:00,49493,31604.73,39.92,True,4,100.0,67.05,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
215,KONDLI,2026-09-01,33.6,27.0,29.72,78.0,96,0.95,755.0,40.44,30.65,28.03,41.82,70.53,8,0,27.0,2026-09-01T13:00,49493,31604.73,39.92,True,5,100.0,62.05,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
216,GHAROLI,2026-08-28,34.2,26.0,30.4,74.71,95,1.98,768.0,40.31,30.56,28.25,41.55,69.98,13,0,26.0,2026-08-28T13:00,51238,25135.15,32.95,True,1,33.33,55.93,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
216,GHAROLI,2026-08-29,34.8,27.0,30.78,69.54,84,1.97,830.0,40.59,30.93,28.12,43.16,73.41,13,0,27.0,2026-08-29T13:00,51238,25135.15,32.95,True,2,66.67,61.12,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
216,GHAROLI,2026-08-30,35.2,27.5,30.86,69.29,88,1.61,769.0,40.97,30.83,28.16,42.34,72.11,13,0,27.5,2026-08-30T14:00,51238,25135.15,32.95,True,3,100.0,62.44,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
216,GHAROLI,2026-08-31,35.0,27.3,30.27,74.17,96,1.56,835.0,40.68,30.89,28.1,43.01,73.06,10,0,27.3,2026-08-31T13:00,51238,25135.15,32.95,True,4,100.0,63.26,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
216,GHAROLI,2026-09-01,32.9,26.1,29.02,82.21,99,1.29,716.0,39.26,30.3,27.77,40.98,67.59,9,0,26.1,2026-09-01T12:00,51238,25135.15,32.95,True,5,100.0,58.53,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
217,VINOD NAGAR,2026-08-28,34.6,26.5,30.68,73.17,93,1.96,767.0,40.16,30.58,28.35,41.98,70.55,13,0,26.5,2026-08-28T13:00,33892,37825.89,42.89,True,1,33.33,57.79,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
217,VINOD NAGAR,2026-08-29,35.3,26.9,31.11,66.71,80,2.03,838.0,40.76,30.98,28.1,43.5,74.28,14,0,26.9,2026-08-29T13:00,33892,37825.89,42.89,True,2,66.67,63.32,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
217,VINOD NAGAR,2026-08-30,35.8,27.7,31.6,63.42,81,1.7,776.0,40.56,30.87,28.17,43.01,73.25,15,0,27.7,2026-08-30T14:00,33892,37825.89,42.89,True,3,100.0,64.88,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
217,VINOD NAGAR,2026-08-31,36.0,27.7,31.4,63.83,85,1.41,828.0,41.42,31.27,28.04,43.62,75.72,9,2,27.7,2026-08-31T14:00,33892,37825.89,42.89,True,4,100.0,67.08,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
217,VINOD NAGAR,2026-09-01,34.2,27.3,30.01,76.12,95,1.03,767.0,40.29,30.7,28.1,42.27,71.31,9,0,27.3,2026-09-01T13:00,33892,37825.89,42.89,True,5,100.0,63.17,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
218,MANDAWALI,2026-08-28,34.6,26.5,30.68,73.17,93,1.96,767.0,40.16,30.58,28.35,41.98,70.55,13,0,26.5,2026-08-28T13:00,33057,36551.3,41.2,True,1,33.33,57.55,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
218,MANDAWALI,2026-08-29,35.3,26.9,31.11,66.71,80,2.03,838.0,40.76,30.98,28.1,43.5,74.28,14,0,26.9,2026-08-29T13:00,33057,36551.3,41.2,True,2,66.67,63.07,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
218,MANDAWALI,2026-08-30,35.8,27.7,31.6,63.42,81,1.7,776.0,40.56,30.87,28.17,43.01,73.25,15,0,27.7,2026-08-30T14:00,33057,36551.3,41.2,True,3,100.0,64.63,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
218,MANDAWALI,2026-08-31,36.0,27.7,31.4,63.83,85,1.41,828.0,41.42,31.27,28.04,43.62,75.72,9,2,27.7,2026-08-31T14:00,33057,36551.3,41.2,True,4,100.0,66.82,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
218,MANDAWALI,2026-09-01,34.2,27.3,30.01,76.12,95,1.03,767.0,40.29,30.7,28.1,42.27,71.31,9,0,27.3,2026-09-01T13:00,33057,36551.3,41.2,True,5,100.0,62.93,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
219,MAYUR VIHAR PHASE II,2026-08-28,34.6,26.5,30.68,73.17,93,1.96,767.0,40.16,30.58,28.35,41.98,70.55,13,0,26.5,2026-08-28T13:00,80370,34456.59,51.46,True,1,33.33,59.0,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
219,MAYUR VIHAR PHASE II,2026-08-29,35.3,26.9,31.11,66.71,80,2.03,838.0,40.76,30.98,28.1,43.5,74.28,14,0,26.9,2026-08-29T13:00,80370,34456.59,51.46,True,2,66.67,64.59,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
219,MAYUR VIHAR PHASE II,2026-08-30,35.8,27.7,31.6,63.42,81,1.7,776.0,40.56,30.87,28.17,43.01,73.25,15,0,27.7,2026-08-30T14:00,80370,34456.59,51.46,True,3,100.0,66.14,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
219,MAYUR VIHAR PHASE II,2026-08-31,36.0,27.7,31.4,63.83,85,1.41,828.0,41.42,31.27,28.04,43.62,75.72,9,2,27.7,2026-08-31T14:00,80370,34456.59,51.46,True,4,100.0,68.37,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
219,MAYUR VIHAR PHASE II,2026-09-01,34.2,27.3,30.01,76.12,95,1.03,767.0,40.29,30.7,28.1,42.27,71.31,9,0,27.3,2026-09-01T13:00,80370,34456.59,51.46,True,5,100.0,64.39,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
22,RITHALA,2026-08-28,34.4,27.3,30.79,72.83,91,1.92,767.0,40.05,30.37,28.43,41.63,68.98,13,0,27.3,2026-08-28T13:00,57136,27427.04,37.16,True,1,33.33,55.71,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
22,RITHALA,2026-08-29,34.7,26.8,30.92,68.12,79,2.03,846.0,41.14,31.17,28.12,43.44,75.22,14,1,26.8,2026-08-29T13:00,57136,27427.04,37.16,True,2,66.67,63.26,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
22,RITHALA,2026-08-30,35.2,27.4,31.52,64.38,76,1.74,795.0,41.73,31.29,28.25,42.99,75.39,15,2,27.4,2026-08-30T14:00,57136,27427.04,37.16,True,3,100.0,65.91,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
22,RITHALA,2026-08-31,35.3,27.5,31.55,61.67,75,1.63,809.0,40.99,31.07,27.96,43.32,74.39,11,2,27.5,2026-08-31T14:00,57136,27427.04,37.16,True,4,100.0,65.04,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
22,RITHALA,2026-09-01,34.0,28.2,30.43,70.71,87,1.24,787.0,40.31,30.81,27.95,42.4,72.07,8,0,28.2,2026-09-01T13:00,57136,27427.04,37.16,True,5,100.0,63.02,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
220,PATPARGANJ,2026-08-28,34.5,26.6,30.51,73.75,92,2.09,773.0,40.05,30.59,28.26,42.07,70.66,13,0,26.6,2026-08-28T13:00,53355,34281.03,44.02,True,1,33.33,58.04,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
220,PATPARGANJ,2026-08-29,34.9,26.8,30.73,69.33,83,2.1,830.0,40.83,31.08,28.04,43.43,74.72,14,1,26.8,2026-08-29T13:00,53355,34281.03,44.02,True,2,66.67,63.87,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
220,PATPARGANJ,2026-08-30,35.4,27.3,31.21,66.62,80,1.82,779.0,41.64,31.22,28.19,42.96,75.06,13,1,27.3,2026-08-30T14:00,53355,34281.03,44.02,True,3,100.0,66.65,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
220,PATPARGANJ,2026-08-31,36.1,27.3,31.23,64.54,84,1.48,833.0,41.65,31.38,27.97,43.73,76.21,10,3,27.3,2026-08-31T14:00,53355,34281.03,44.02,True,4,100.0,67.68,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
220,PATPARGANJ,2026-09-01,33.6,27.0,29.72,78.0,96,0.95,755.0,40.44,30.65,28.03,41.82,70.53,8,0,27.0,2026-09-01T13:00,53355,34281.03,44.02,True,5,100.0,62.63,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
221,KISHAN KUNJ,2026-08-28,34.6,26.5,30.68,73.17,93,1.96,767.0,40.16,30.58,28.35,41.98,70.55,13,0,26.5,2026-08-28T13:00,46688,34001.89,41.92,True,1,33.33,57.65,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
221,KISHAN KUNJ,2026-08-29,35.3,26.9,31.11,66.71,80,2.03,838.0,40.76,30.98,28.1,43.5,74.28,14,0,26.9,2026-08-29T13:00,46688,34001.89,41.92,True,2,66.67,63.18,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
221,KISHAN KUNJ,2026-08-30,35.8,27.7,31.6,63.42,81,1.7,776.0,40.56,30.87,28.17,43.01,73.25,15,0,27.7,2026-08-30T14:00,46688,34001.89,41.92,True,3,100.0,64.74,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
