ward_id,ward_name,forecast_date,temperature_max_c,humidity_mean_pct,wbgt_max_c,utci_max_c,thermal_hazard_score,danger_hours,extreme_hours,consecutive_danger_days,population_estimate_2020,mortality_risk_index,evidence_relative_risk,evidence_relative_increase_pct,calibrated_mortality_risk_index,calibrated_risk_level,calibrated_alert_code,calibrated_recommended_action
261,JIWANPUR,2026-08-31,35.2,66.04,31.03,43.17,73.97,9,1,4,126083,72.52,1.27,27.03,92.1,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
163,SAFDARJANG ENCLAVE,2026-08-31,35.4,65.17,31.25,43.6,75.63,12,2,4,51880,63.6,1.27,27.03,80.77,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
128,BINDAPUR,2026-08-31,35.3,60.79,31.11,43.59,74.89,11,1,4,39724,63.57,1.27,27.03,80.73,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
NDMC_3,NDMC CHARGE 3,2026-08-31,35.8,61.42,31.24,43.79,75.8,11,2,4,72365,63.52,1.27,27.03,80.67,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
37,SULTANPURI  EAST,2026-08-31,34.2,67.88,31.01,42.79,73.48,12,1,4,24767,63.48,1.27,27.03,80.62,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
138,NAJAFGARH,2026-08-31,33.9,69.33,31.08,42.89,73.94,10,1,4,45639,63.42,1.27,27.03,80.54,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
147,MAHAVIR ENCLAVE,2026-08-31,34.5,67.5,31.02,43.14,73.9,12,1,4,50586,63.4,1.27,27.03,80.52,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
143,KAPASHERA,2026-08-31,34.5,67.5,31.02,43.14,73.9,12,1,4,119918,63.37,1.27,27.03,80.48,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
96,NEW RANJIT NAGAR,2026-08-31,35.8,61.42,31.24,43.79,75.8,11,2,4,16269,63.23,1.27,27.03,80.3,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
141,BIJWASAN,2026-08-31,34.5,67.5,31.02,43.14,73.9,12,1,4,117056,63.22,1.27,27.03,80.29,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
40,SULTANPURI  SOUTH,2026-08-31,34.2,67.88,31.01,42.79,73.48,12,1,4,24749,63.22,1.27,27.03,80.29,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
242,NEW SEEMA PURI,2026-08-30,34.1,73.88,31.0,42.34,72.98,13,1,3,44258,66.4,1.209,20.87,80.28,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
148,MADHU VIHAR,2026-08-31,35.3,60.79,31.11,43.59,74.89,11,1,4,25860,63.14,1.27,27.03,80.19,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
188,SANGAM VIHAR EAST,2026-08-31,35.6,65.67,31.28,43.27,75.54,9,2,4,52114,63.14,1.27,27.03,80.19,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
152,NARAINA,2026-08-31,35.8,61.42,31.24,43.79,75.8,11,2,4,29587,63.12,1.27,27.03,80.16,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
2,BANKNER,2026-09-01,32.4,79.12,31.09,41.62,72.5,6,1,5,69283,60.17,1.332,33.2,80.15,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
18,LIBAS PUR,2026-08-30,33.9,71.25,31.32,42.63,74.95,14,3,3,113099,66.29,1.209,20.87,80.14,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
264,HARSH VIHAR,2026-08-30,34.1,73.88,31.0,42.34,72.98,13,1,3,88252,66.26,1.209,20.87,80.11,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
26,SAHIBABAD DAULAT PUR,2026-08-31,34.2,67.88,31.01,42.79,73.48,12,1,4,108476,63.02,1.27,27.03,80.04,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
81,MINTO ROAD,2026-08-31,36.0,63.83,31.27,43.62,75.72,9,2,4,35684,63.02,1.27,27.03,80.04,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
CANT_2,DELHI CANTT CHARGE 2,2026-08-31,35.8,61.42,31.24,43.79,75.8,11,2,4,63415,63.01,1.27,27.03,80.02,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
145,PALAM,2026-08-31,34.5,67.5,31.02,43.14,73.9,12,1,4,51749,62.86,1.27,27.03,79.83,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
NDMC_7,NDMC CHARGE 7,2026-08-31,35.4,65.17,31.25,43.6,75.63,12,2,4,38635,62.83,1.27,27.03,79.79,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
129,DABRI,2026-08-31,34.5,67.5,31.02,43.14,73.9,12,1,4,32227,62.82,1.27,27.03,79.78,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
38,MANGOL PURI  NORTH,2026-08-31,34.2,67.88,31.01,42.79,73.48,12,1,4,16478,62.79,1.27,27.03,79.74,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
3,ALIPUR,2026-08-30,33.9,71.25,31.32,42.63,74.95,14,3,3,211386,65.95,1.209,20.87,79.73,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
CANT_6,DELHI CANTT CHARGE 6,2026-08-31,34.5,67.5,31.02,43.14,73.9,12,1,4,99172,62.72,1.27,27.03,79.65,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
5,BHALASWA JAHAGIR PUR,2026-08-30,33.9,71.25,31.32,42.63,74.95,14,3,3,137313,65.83,1.209,20.87,79.59,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
168,NANAK PURA,2026-08-31,35.4,65.17,31.25,43.6,75.63,12,2,4,37313,62.58,1.27,27.03,79.48,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
158,KOTLA MUBARAKPUR,2026-08-31,35.4,65.17,31.25,43.6,75.63,12,2,4,21090,62.58,1.27,27.03,79.48,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
244,SUNDER NAGARI,2026-08-30,34.1,73.88,31.0,42.34,72.98,13,1,3,44035,65.7,1.209,20.87,79.43,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
120,SITA PURI,2026-08-31,34.5,67.5,31.02,43.14,73.9,12,1,4,18665,62.5,1.27,27.03,79.38,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
33,PREM NAGAR,2026-08-31,34.2,67.88,31.01,42.79,73.48,12,1,4,19595,62.33,1.27,27.03,79.16,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
167,R. K. PURAM,2026-08-31,35.4,65.17,31.25,43.6,75.63,12,2,4,28040,62.3,1.27,27.03,79.12,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
NDMC_9,NDMC CHARGE 9,2026-08-31,35.4,65.17,31.25,43.6,75.63,12,2,4,55901,62.22,1.27,27.03,79.02,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
CANT_4,DELHI CANTT CHARGE 4,2026-08-31,35.4,65.17,31.25,43.6,75.63,12,2,4,51468,62.2,1.27,27.03,78.99,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
165,VASANT VIHAR,2026-08-31,35.4,65.17,31.25,43.6,75.63,12,2,4,44253,62.18,1.27,27.03,78.97,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
198,PUL PEHLAD,2026-08-31,35.6,65.67,31.28,43.27,75.54,9,2,4,32332,62.18,1.27,27.03,78.97,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
31,NANGLOI JAT WEST,2026-08-31,34.2,67.88,31.01,42.79,73.48,12,1,4,37101,62.08,1.27,27.03,78.84,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
NDMC_2,NDMC CHARGE 2,2026-08-31,35.8,61.42,31.24,43.79,75.8,11,2,4,20675,61.98,1.27,27.03,78.71,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
132,SAGARPUR WEST,2026-08-31,34.5,67.5,31.02,43.14,73.9,12,1,4,13506,61.87,1.27,27.03,78.57,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
151,INDER PURI,2026-08-31,35.8,61.42,31.24,43.79,75.8,11,2,4,12591,61.71,1.27,27.03,78.37,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
CANT_1,DELHI CANTT CHARGE 1,2026-08-31,35.8,61.42,31.24,43.79,75.8,11,2,4,14148,61.69,1.27,27.03,78.35,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
36,PRATAP VIHAR,2026-08-31,34.2,67.88,31.01,42.79,73.48,12,1,4,22293,61.65,1.27,27.03,78.3,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
CANT_3,DELHI CANTT CHARGE 3,2026-08-31,35.4,65.17,31.25,43.6,75.63,12,2,4,33852,61.57,1.27,27.03,78.19,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
171,VASANTKUNJ,2026-08-31,35.4,65.17,31.25,43.6,75.63,12,2,4,35557,61.57,1.27,27.03,78.19,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
146,SADH NAGAR,2026-08-31,34.5,67.5,31.02,43.14,73.9,12,1,4,15160,61.5,1.27,27.03,78.1,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
4,BAKHTAWAR PUR,2026-08-30,33.9,71.25,31.32,42.63,74.95,14,3,3,125152,64.44,1.209,20.87,77.91,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
NDMC_8,NDMC CHARGE 8,2026-08-31,35.4,65.17,31.25,43.6,75.63,12,2,4,10698,61.3,1.27,27.03,77.85,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
1,NARELA,2026-08-30,33.8,73.67,31.43,42.81,75.68,13,3,3,107464,64.36,1.209,20.87,77.81,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
166,MUNIRKA,2026-08-31,35.4,65.17,31.25,43.6,75.63,12,2,4,11693,61.26,1.27,27.03,77.8,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
131,SAGARPUR,2026-08-31,34.5,67.5,31.02,43.14,73.9,12,1,4,11608,61.24,1.27,27.03,77.77,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
NDMC_6,NDMC CHARGE 6,2026-08-31,35.4,65.17,31.25,43.6,75.63,12,2,4,12133,61.14,1.27,27.03,77.65,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
NDMC_5,NDMC CHARGE 5,2026-08-31,35.4,65.17,31.25,43.6,75.63,12,2,4,26054,61.02,1.27,27.03,77.5,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
NDMC_4,NDMC CHARGE 4,2026-08-31,35.8,61.42,31.24,43.79,75.8,11,2,4,19331,60.88,1.27,27.03,77.32,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
NDMC_1,NDMC CHARGE 1,2026-08-31,36.0,63.83,31.27,43.62,75.72,9,2,4,11143,60.58,1.27,27.03,76.94,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
CANT_7,DELHI CANTT CHARGE 7,2026-08-31,34.5,67.5,31.02,43.14,73.9,12,1,4,34577,60.58,1.27,27.03,76.94,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
CANT_8,DELHI CANTT CHARGE 8,2026-08-31,34.5,67.5,31.02,43.14,73.9,12,1,4,16018,59.88,1.27,27.03,76.05,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
142,RAJ NAGAR,2026-08-31,34.5,67.5,31.02,43.14,73.9,12,1,4,2083,59.74,1.27,27.03,75.87,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
CANT_5,DELHI CANTT CHARGE 5,2026-08-31,34.5,67.5,31.02,43.14,73.9,12,1,4,21411,59.59,1.27,27.03,75.68,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
7,BURARI,2026-08-30,33.8,72.75,31.24,42.44,74.25,14,3,3,90846,62.48,1.209,20.87,75.54,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
174,CHHATARPUR,2026-08-30,34.1,70.92,30.99,42.58,73.32,11,0,3,156033,65.37,1.147,14.7,74.98,High,ORANGE,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.
191,SHAPUR JAT,2026-08-30,34.1,70.92,30.99,42.58,73.32,11,0,3,96912,64.77,1.147,14.7,74.29,High,ORANGE,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.
173,DEOLI,2026-08-30,34.1,70.92,30.99,42.58,73.32,11,0,3,133893,64.67,1.147,14.7,74.18,High,ORANGE,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.
176,BHATI,2026-08-30,33.8,72.17,30.98,42.6,73.24,11,0,3,257108,64.49,1.147,14.7,73.97,High,ORANGE,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.
181,KHANPUR,2026-08-30,34.1,70.92,30.99,42.58,73.32,11,0,3,78189,64.07,1.147,14.7,73.49,High,ORANGE,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.
175,AYA NAGAR,2026-08-30,33.8,72.04,30.8,42.51,72.01,11,0,3,207016,63.57,1.147,14.7,72.91,High,ORANGE,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.
216,GHAROLI,2026-08-31,35.0,74.17,30.89,43.01,73.06,10,0,4,51238,63.26,1.147,14.7,72.56,High,ORANGE,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.
190,CHITRANJAN PARK,2026-08-30,34.1,70.92,30.99,42.58,73.32,11,0,3,51360,63.05,1.147,14.7,72.32,High,ORANGE,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.
162,HAUZ RANI,2026-08-30,34.1,70.92,30.99,42.58,73.32,11,0,3,28181,62.95,1.147,14.7,72.2,High,ORANGE,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.
161,MALVIYA NAGAR,2026-08-30,34.1,70.92,30.99,42.58,73.32,11,0,3,81793,62.93,1.147,14.7,72.18,High,ORANGE,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.
189,CHIRAG DELHI,2026-08-30,34.1,70.92,30.99,42.58,73.32,11,0,3,50408,62.9,1.147,14.7,72.15,High,ORANGE,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.
169,LADOSARAI,2026-08-30,34.1,70.92,30.99,42.58,73.32,11,0,3,86033,62.88,1.147,14.7,72.12,High,ORANGE,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.
184,PUSHP VIHAR,2026-08-30,34.1,70.92,30.99,42.58,73.32,11,0,3,41598,62.73,1.147,14.7,71.95,High,ORANGE,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.
182,AMBEDKAR NAGAR,2026-08-30,34.1,70.92,30.99,42.58,73.32,11,0,3,14254,62.64,1.147,14.7,71.85,High,ORANGE,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.
179,TIGRI,2026-08-30,34.1,70.92,30.99,42.58,73.32,11,0,3,44542,62.61,1.147,14.7,71.81,High,ORANGE,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.
185,TUGHLAKABAD EXTN,2026-08-30,34.1,70.92,30.99,42.58,73.32,11,0,3,51415,62.4,1.147,14.7,71.57,High,ORANGE,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.
183,MADANGIR,2026-08-30,34.1,70.92,30.99,42.58,73.32,11,0,3,12380,61.99,1.147,14.7,71.1,High,ORANGE,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.
180,DAKSHINPURI EXT.,2026-08-30,34.1,70.92,30.99,42.58,73.32,11,0,3,29847,61.99,1.147,14.7,71.1,High,ORANGE,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.
186,SANGAM VIHAR WEST,2026-08-30,34.1,70.92,30.99,42.58,73.32,11,0,3,44344,61.66,1.147,14.7,70.72,High,ORANGE,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.
172,KISHANGARH,2026-08-30,33.9,71.75,30.79,42.43,71.9,11,0,3,107626,61.15,1.147,14.7,70.14,High,ORANGE,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.
170,MEHRAULI,2026-08-30,34.1,70.92,30.99,42.58,73.32,11,0,3,38897,60.97,1.147,14.7,69.93,High,ORANGE,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.
187,SANGAM VIHAR CENTRAL,2026-08-30,34.1,70.92,30.99,42.58,73.32,11,0,3,21586,60.23,1.147,14.7,69.08,High,ORANGE,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.
178,SANGAM VIHAR,2026-08-30,34.1,70.92,30.99,42.58,73.32,11,0,3,17667,59.1,1.147,14.7,67.79,High,ORANGE,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.
144,MAHIPALPUR,2026-08-30,33.9,71.75,30.79,42.43,71.9,11,0,3,44039,58.8,1.147,14.7,67.44,High,ORANGE,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.
177,SAID UL AJAIB,2026-08-30,33.8,72.17,30.98,42.6,73.24,11,0,3,17818,58.77,1.147,14.7,67.41,High,ORANGE,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.
